num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_3.5_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 200
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - b7c4881a1e243abd. Mean loss in evaluation epoch: 0.05379345640540123, epochs needed: 200
evaluating individudal 8 - 379d6c7bd3181075. Mean loss in evaluation epoch: 0.03059425950050354, epochs needed: 200
evaluating individudal 9 - c5d4c9760350f795. Mean loss in evaluation epoch: 0.06274913251399994, epochs needed: 200
evaluating individudal 10 - 0883bc6f8214be0f. Mean loss in evaluation epoch: 0.030880851671099663, epochs needed: 200
evaluating individudal 11 - 1e1413fcad0d3007. Mean loss in evaluation epoch: 0.03169971704483032, epochs needed: 200
evaluating individudal 12 - dc50eb52174715eb. Mean loss in evaluation epoch: 0.02760985493659973, epochs needed: 200
evaluating individudal 13 - c41cca1e567b0f00. Mean loss in evaluation epoch: 0.03087477758526802, epochs needed: 200
evaluating individudal 14 - 2802c6848ddad69a. Mean loss in evaluation epoch: 0.025308052077889442, epochs needed: 200
evaluating individudal 15 - ac3636ef76a0cde8. Mean loss in evaluation epoch: 0.02690480649471283, epochs needed: 200
evaluating individudal 16 - 66176ee069e0cc33. Mean loss in evaluation epoch: 0.03317640349268913, epochs needed: 200
evaluating individudal 17 - d6a6d01de173751c. Mean loss in evaluation epoch: 0.026506561785936356, epochs needed: 200
evaluating individudal 18 - 8161e935736bd465. Mean loss in evaluation epoch: 0.03379104658961296, epochs needed: 200
evaluating individudal 19 - 8e321c2e7e59b7fd. Mean loss in evaluation epoch: 0.035097043961286545, epochs needed: 200
evaluating individudal 20 - 454423c77c8042a1. Mean loss in evaluation epoch: 0.0339619517326355, epochs needed: 200
evaluating individudal 21 - 70afc7ed77665638. Mean loss in evaluation epoch: 0.03481587767601013, epochs needed: 200
evaluating individudal 22 - eb1e011bc6e8fbfd. Mean loss in evaluation epoch: 0.028121599927544594, epochs needed: 200
evaluating individudal 23 - e5e1aac2f8c7724e. Mean loss in evaluation epoch: 0.03413648530840874, epochs needed: 200
evaluating individudal 24 - 5073d51d5fc875bd. Mean loss in evaluation epoch: 0.027609659358859062, epochs needed: 200
evaluating individudal 25 - 9f9b5e87fea40134. Mean loss in evaluation epoch: 0.032694682478904724, epochs needed: 200
evaluating individudal 26 - 93ccf871d109eee2. Mean loss in evaluation epoch: 0.03214753419160843, epochs needed: 200
evaluating individudal 27 - 37c1fd2ddd1222c6. Mean loss in evaluation epoch: 0.03213651105761528, epochs needed: 200
evaluating individudal 28 - ecf92d430f82b8f6. Mean loss in evaluation epoch: 0.029972458258271217, epochs needed: 200
evaluating individudal 29 - a6db315c07e4038a. Mean loss in evaluation epoch: 0.036687444895505905, epochs needed: 200
evaluating individudal 30 - dc6344c23e8c8746. Mean loss in evaluation epoch: 0.0309075266122818, epochs needed: 200
evaluating individudal 31 - f09a49532e1b7bc3. Mean loss in evaluation epoch: 0.03143064305186272, epochs needed: 200
evaluating individudal 32 - 1e81d314a2a92d86. Mean loss in evaluation epoch: 0.030429869890213013, epochs needed: 200
evaluating individudal 33 - 47811ec525e80df6. Mean loss in evaluation epoch: 0.0336933508515358, epochs needed: 200
evaluating individudal 34 - d5d2c3e5550ff4c0. Mean loss in evaluation epoch: 0.03351239114999771, epochs needed: 200
evaluating individudal 35 - c5ca740e0b1c7ebe. Mean loss in evaluation epoch: 0.03102104738354683, epochs needed: 200
evaluating individudal 36 - 12172505cf019c6a. Mean loss in evaluation epoch: 0.03285627067089081, epochs needed: 200
evaluating individudal 37 - 72bda6630ad11886. Mean loss in evaluation epoch: 0.031103068962693214, epochs needed: 200
evaluating individudal 38 - f7eee281c783eee4. Mean loss in evaluation epoch: 0.030088890343904495, epochs needed: 200
evaluating individudal 39 - cf7a6c82dda93463. Mean loss in evaluation epoch: 0.02923099510371685, epochs needed: 200
evaluating individudal 0 - 80c980f26a62faef. Mean loss in evaluation epoch: 0.029557405039668083, epochs needed: 200
evaluating individudal 1 - 9dddd50e46824595. Mean loss in evaluation epoch: 0.029157578945159912, epochs needed: 200
evaluating individudal 2 - 1c57fba1cb0d4aa8. Mean loss in evaluation epoch: 0.03006044030189514, epochs needed: 200
evaluating individudal 3 - 31fde47dd25e8b03. Mean loss in evaluation epoch: 0.030176786705851555, epochs needed: 200
evaluating individudal 4 - 6894e0c1c55c38bb. Mean loss in evaluation epoch: 0.03114747442305088, epochs needed: 200
evaluating individudal 5 - 544b7bc41127c5b4. Mean loss in evaluation epoch: 0.03098241053521633, epochs needed: 200
evaluating individudal 6 - ba35138134e9e23b. Mean loss in evaluation epoch: 0.031894247978925705, epochs needed: 200
evaluating individudal 7 - 98cae15cb67bf407. Mean loss in evaluation epoch: 0.03194601833820343, epochs needed: 200
evaluating individudal 8 - dfdc6064c3777b7c. Mean loss in evaluation epoch: 0.031568627804517746, epochs needed: 200
evaluating individudal 9 - 7d2a56f393be7cb2. Mean loss in evaluation epoch: 0.03191690519452095, epochs needed: 200
Round 5 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 2802c6848ddad69a, num_times_seen_before: 0
ACC: 0.8789473684210526
TPR/FPR: 1.0, 0.14935064935064934
Loss: 0.025308052077889442
Timestamp: 13058.249546410996
---------------------------------------------------------------
evaluating individudal 0 - a710d5af8cc0b5a8. Mean loss in evaluation epoch: 0.028131945058703423, epochs needed: 200
evaluating individudal 1 - 0d0a6ef7dcd8b8db. Mean loss in evaluation epoch: 0.033004630357027054, epochs needed: 200
evaluating individudal 2 - 2e41276b473b61dd. Mean loss in evaluation epoch: 0.03474212437868118, epochs needed: 200
evaluating individudal 3 - 05c71230502789bc. Mean loss in evaluation epoch: 0.028439858928322792, epochs needed: 200
evaluating individudal 4 - f18d8e4c85bb6319. Mean loss in evaluation epoch: 0.030805373564362526, epochs needed: 200
evaluating individudal 5 - b90c39ceb5566df8. Mean loss in evaluation epoch: 0.03394268453121185, epochs needed: 200
evaluating individudal 6 - 51743a4749aeeab3. Mean loss in evaluation epoch: 0.029424522072076797, epochs needed: 200
evaluating individudal 7 - 4f09bd3e9b54370c. Mean loss in evaluation epoch: 0.031922634690999985, epochs needed: 200
evaluating individudal 8 - c99cf1f3ca3426fd. Mean loss in evaluation epoch: 0.03531413897871971, epochs needed: 200
evaluating individudal 9 - c32d8247200c842f. Mean loss in evaluation epoch: 0.035515110939741135, epochs needed: 200
evaluating individudal 10 - fb4474067694e418. Mean loss in evaluation epoch: 0.029792606830596924, epochs needed: 200
evaluating individudal 11 - fe9193bca851d2e6. Mean loss in evaluation epoch: 0.02897121012210846, epochs needed: 200
evaluating individudal 12 - 57a8315710d36863. Mean loss in evaluation epoch: 0.02994239702820778, epochs needed: 200
evaluating individudal 13 - cd4264dabe063ee7. Mean loss in evaluation epoch: 0.030921921133995056, epochs needed: 200
evaluating individudal 14 - c61df2e059c067f8. Mean loss in evaluation epoch: 0.034295130521059036, epochs needed: 200
evaluating individudal 15 - 532d702e4f2876bf. Mean loss in evaluation epoch: 0.034068115055561066, epochs needed: 200
evaluating individudal 16 - acede6b79aa8ef60. Mean loss in evaluation epoch: 0.030003106221556664, epochs needed: 200
evaluating individudal 17 - 381f762cbff355d3. Mean loss in evaluation epoch: 0.030955946072936058, epochs needed: 200
evaluating individudal 18 - 5f8fbeb0d2c0508a. Mean loss in evaluation epoch: 0.032265204936265945, epochs needed: 200
evaluating individudal 19 - b3365f48650af216. Mean loss in evaluation epoch: 0.03331972286105156, epochs needed: 200
evaluating individudal 20 - 1f88e081adad0614. Mean loss in evaluation epoch: 0.029351580888032913, epochs needed: 200
evaluating individudal 21 - 3656ea6579037955. Mean loss in evaluation epoch: 0.03197946771979332, epochs needed: 200
evaluating individudal 22 - d4b84d041fbe6d8d. Mean loss in evaluation epoch: 0.030440187081694603, epochs needed: 200
evaluating individudal 23 - 70ceb318d3b389a2. Mean loss in evaluation epoch: 0.02890913560986519, epochs needed: 200
evaluating individudal 24 - bdb261696d38cea5. Mean loss in evaluation epoch: 0.031025787815451622, epochs needed: 200
evaluating individudal 25 - 9ec3147afd2e975a. Mean loss in evaluation epoch: 0.030059820041060448, epochs needed: 200
evaluating individudal 26 - d934ecdd88118c93. Mean loss in evaluation epoch: 0.02998463623225689, epochs needed: 200
evaluating individudal 27 - 8ceb93f826414ba0. Mean loss in evaluation epoch: 0.035282205790281296, epochs needed: 200
evaluating individudal 28 - 9217b58cdc0e6053. Mean loss in evaluation epoch: 0.03228922560811043, epochs needed: 200
evaluating individudal 29 - 92494d8794674a86. Mean loss in evaluation epoch: 0.029582429677248, epochs needed: 200
evaluating individudal 30 - 2b73d4715407709c. Mean loss in evaluation epoch: 0.03239984065294266, epochs needed: 200
evaluating individudal 31 - 7aa494ebffc7e4ac. Mean loss in evaluation epoch: 0.030527783557772636, epochs needed: 200
evaluating individudal 32 - 844d06b73556d85d. Mean loss in evaluation epoch: 0.041314028203487396, epochs needed: 200
evaluating individudal 33 - f3125f925e1a97ff. Mean loss in evaluation epoch: 0.029759904369711876, epochs needed: 200
evaluating individudal 34 - 92aa44929c59aee9. Mean loss in evaluation epoch: 0.03121187724173069, epochs needed: 200
evaluating individudal 35 - f0dce131f7df0f5c. Mean loss in evaluation epoch: 0.03205527737736702, epochs needed: 200
evaluating individudal 36 - a94fcb9864c49157. Mean loss in evaluation epoch: 0.032605674117803574, epochs needed: 200
evaluating individudal 37 - 4a815ba594aa7858. Mean loss in evaluation epoch: 0.033451613038778305, epochs needed: 200
evaluating individudal 38 - c761afdfee715abb. Mean loss in evaluation epoch: 0.0361732579767704, epochs needed: 200
evaluating individudal 39 - 81c9c9ec0e073e11. Mean loss in evaluation epoch: 0.03513004630804062, epochs needed: 200
evaluating individudal 0 - 2802c6848ddad69a. Mean loss in evaluation epoch: 0.024889260530471802, epochs needed: 200
evaluating individudal 1 - d6a6d01de173751c. Mean loss in evaluation epoch: 0.026287445798516273, epochs needed: 200
evaluating individudal 2 - b4a6c69a982458b4. Mean loss in evaluation epoch: 0.027348173782229424, epochs needed: 200
evaluating individudal 3 - ac3636ef76a0cde8. Mean loss in evaluation epoch: 0.02697189524769783, epochs needed: 200
evaluating individudal 4 - 016f376f9a99cbb0. Mean loss in evaluation epoch: 0.026187095791101456, epochs needed: 200
evaluating individudal 5 - 5073d51d5fc875bd. Mean loss in evaluation epoch: 0.027293220162391663, epochs needed: 200
evaluating individudal 6 - dc50eb52174715eb. Mean loss in evaluation epoch: 0.02747471071779728, epochs needed: 200
evaluating individudal 7 - eb1e011bc6e8fbfd. Mean loss in evaluation epoch: 0.028179390355944633, epochs needed: 200
evaluating individudal 8 - c4bae9e145b2e609. Mean loss in evaluation epoch: 0.029422182589769363, epochs needed: 200
evaluating individudal 9 - 9dddd50e46824595. Mean loss in evaluation epoch: 0.02861626446247101, epochs needed: 200
Round 6 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 2802c6848ddad69a, num_times_seen_before: 1
ACC: 0.8789473684210526
TPR/FPR: 1.0, 0.14935064935064934
Loss: 0.024889260530471802
Timestamp: 15668.657445691017
---------------------------------------------------------------
evaluating individudal 0 - f24ef8719a0f853e. Mean loss in evaluation epoch: 0.0360892228782177, epochs needed: 200
evaluating individudal 1 - d87596ddd835f19f. Mean loss in evaluation epoch: 0.029941538348793983, epochs needed: 200
evaluating individudal 2 - e30c1e3b6f299591. Mean loss in evaluation epoch: 0.03536997735500336, epochs needed: 200
evaluating individudal 3 - 41024c74fb430ba2. Mean loss in evaluation epoch: 0.03548663482069969, epochs needed: 200
evaluating individudal 4 - c8ec751662ca58ce. Mean loss in evaluation epoch: 0.03335455805063248, epochs needed: 200
evaluating individudal 5 - f91d09ea33a4ff70. Mean loss in evaluation epoch: 0.024479657411575317, epochs needed: 200
evaluating individudal 6 - c8760cd7c1d2c038. Mean loss in evaluation epoch: 0.031337276101112366, epochs needed: 200
evaluating individudal 7 - dff467f5d9c6ca40. Mean loss in evaluation epoch: 0.029450848698616028, epochs needed: 200
evaluating individudal 8 - e310fc3ea600cbb3. Mean loss in evaluation epoch: 0.029172424226999283, epochs needed: 200
evaluating individudal 9 - 556049319d898bfe. Mean loss in evaluation epoch: 0.030254339799284935, epochs needed: 200
evaluating individudal 10 - cde3885cc214fdf0. Mean loss in evaluation epoch: 0.03313840553164482, epochs needed: 200
evaluating individudal 11 - 44de9fec2ce26061. Mean loss in evaluation epoch: 0.030913755297660828, epochs needed: 200
evaluating individudal 12 - 08979b4d052ac997. Mean loss in evaluation epoch: 0.037828605622053146, epochs needed: 200
evaluating individudal 13 - 7b0eb52a06b8986c. Mean loss in evaluation epoch: 0.030892759561538696, epochs needed: 200
evaluating individudal 14 - ddd629bbcffa4fef. Mean loss in evaluation epoch: 0.023534512147307396, epochs needed: 200
evaluating individudal 15 - 2b33f3bf3c4aa992. Mean loss in evaluation epoch: 0.023536736145615578, epochs needed: 200
evaluating individudal 16 - fb9ec9450fa5e560. Mean loss in evaluation epoch: 0.030634934082627296, epochs needed: 200
evaluating individudal 17 - b003f5ee5ec46f03. Mean loss in evaluation epoch: 0.02585274912416935, epochs needed: 200
evaluating individudal 18 - e58931d6d710fa94. Mean loss in evaluation epoch: 0.0325654037296772, epochs needed: 200
evaluating individudal 19 - d286cfe876f34fe5. Mean loss in evaluation epoch: 0.02588793635368347, epochs needed: 200
evaluating individudal 20 - 07b9c56e12d85d62. Mean loss in evaluation epoch: 0.02971096709370613, epochs needed: 200
evaluating individudal 21 - 3332a9224d11166f. Mean loss in evaluation epoch: 0.03049595095217228, epochs needed: 200
evaluating individudal 22 - 7b08f8ac05dc6f68. Mean loss in evaluation epoch: 0.032508235424757004, epochs needed: 200
evaluating individudal 23 - 409bd7b54c8bf9ba. Mean loss in evaluation epoch: 0.03691771253943443, epochs needed: 200
evaluating individudal 24 - 3c2d310fc3caca76. Mean loss in evaluation epoch: 0.03515767678618431, epochs needed: 200
evaluating individudal 25 - a0cf07a87067d392. Mean loss in evaluation epoch: 0.03070417046546936, epochs needed: 200
evaluating individudal 26 - ca2e1b94ff1da2b1. Mean loss in evaluation epoch: 0.03202043101191521, epochs needed: 200
evaluating individudal 27 - fbb96369f1a31192. Mean loss in evaluation epoch: 0.0213772039860487, epochs needed: 200
evaluating individudal 28 - 53613d8b037f6b73. Mean loss in evaluation epoch: 0.029495326802134514, epochs needed: 200
evaluating individudal 29 - da04be60e9a1cc16. Mean loss in evaluation epoch: 0.03190584108233452, epochs needed: 200
evaluating individudal 30 - dd615bf6354a4ff2. Mean loss in evaluation epoch: 0.022511636838316917, epochs needed: 200
evaluating individudal 31 - c2d5b509281b7076. Mean loss in evaluation epoch: 0.027998000383377075, epochs needed: 200
evaluating individudal 32 - 6877c7eab733b274. Mean loss in evaluation epoch: 0.026126036420464516, epochs needed: 200
evaluating individudal 33 - 84c29c9be680bf1e. Mean loss in evaluation epoch: 0.027512282133102417, epochs needed: 200
evaluating individudal 34 - 9b24fc6042bc4670. Mean loss in evaluation epoch: 0.031618792563676834, epochs needed: 200
evaluating individudal 35 - d6e564b9b239c95d. Mean loss in evaluation epoch: 0.024698635563254356, epochs needed: 200
evaluating individudal 36 - 5aeb657a7cf0f3b4. Mean loss in evaluation epoch: 0.03229878097772598, epochs needed: 200
evaluating individudal 37 - ba15d7968f062525. Mean loss in evaluation epoch: 0.029638011008501053, epochs needed: 200
evaluating individudal 38 - 87aec74274bc247b. Mean loss in evaluation epoch: 0.031598519533872604, epochs needed: 200
evaluating individudal 39 - a7486e050ddd04f9. Mean loss in evaluation epoch: 0.028202539309859276, epochs needed: 200
evaluating individudal 0 - 2802c6848ddad69a. Mean loss in evaluation epoch: 0.02507644332945347, epochs needed: 200
evaluating individudal 1 - 016f376f9a99cbb0. Mean loss in evaluation epoch: 0.02609444223344326, epochs needed: 200
evaluating individudal 2 - d6a6d01de173751c. Mean loss in evaluation epoch: 0.027804702520370483, epochs needed: 200
evaluating individudal 3 - ac3636ef76a0cde8. Mean loss in evaluation epoch: 0.027406809851527214, epochs needed: 200
evaluating individudal 4 - 5073d51d5fc875bd. Mean loss in evaluation epoch: 0.02710437774658203, epochs needed: 200
evaluating individudal 5 - b4a6c69a982458b4. Mean loss in evaluation epoch: 0.02779378555715084, epochs needed: 200
evaluating individudal 6 - dc50eb52174715eb. Mean loss in evaluation epoch: 0.027473533526062965, epochs needed: 200
evaluating individudal 7 - a710d5af8cc0b5a8. Mean loss in evaluation epoch: 0.028318161144852638, epochs needed: 200
evaluating individudal 8 - eb1e011bc6e8fbfd. Mean loss in evaluation epoch: 0.029413700103759766, epochs needed: 200
evaluating individudal 9 - 05c71230502789bc. Mean loss in evaluation epoch: 0.028551990166306496, epochs needed: 200
Round 7 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: fbb96369f1a31192, num_times_seen_before: 0
ACC: 0.9421052631578948
TPR/FPR: 1.0, 0.07142857142857142
Loss: 0.0213772039860487
Timestamp: 18279.64294305
---------------------------------------------------------------
evaluating individudal 0 - 899aac5dd826024b. Mean loss in evaluation epoch: 0.031019439920783043, epochs needed: 200
